"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","otro_3","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","2_2","3_1","4_1"
"c55c183",-128579.31664085388,"unknown",-128573.41462683678,-128567.16846394539,0.0,7.101798057556152,520362.3654766083,520370.69732785225,2088389.9355618954,2088396.275446415,2088431.0865757465,"unknown",2088437.8023540974,"unknown",2088443.5796484947,2088462.3361840248,2088468.8010368347,2088486.136740446,"unknown","unknown",2088493.0800054073,2088498.7573122978,2088501.191033125,"unknown","unknown","unknown","unknown","unknown",2088507.860420704,"unknown",2088513.6364839077,2088524.796406269,2088531.5193676949,"unknown","unknown",2088536.9129400253,2088541.5743045807,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",2088548.595088482,"unknown","unknown",2088555.776885271,"","","",1715844.6685984135
"a9b4533",-39101.47618627548,"unknown",-39095.1771709919,-39089.39690947533,0.0,7.065501689910889,16.49360752105713,23.88311266899109,46.27150082588196,53.44361758232117,76.62284278869629,82.19851922988892,"unknown","unknown",88.3817789554596,90.5050699710846,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.1579020023346,"","unknown",103.2384843826294,111.65058445930481,"unknown",117.35168266296387,"unknown",123.84216833114624,128.90872168540955,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",134.8686923980713,"unknown","unknown",141.52563905715942,"","","",""
"fc53f6c",-80388.39482450485,"unknown",-80381.45706558228,-80375.64924907684,0.0,5.6537346839904785,8.50410509109497,16.90247893333435,28.875176191329956,35.008872270584106,38.21163725852966,43.73983716964722,"unknown","unknown",49.03193259239197,51.184004068374634,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",57.83095455169678,"","unknown",64.54268765449524,68.44245886802673,75.38189601898193,"unknown","unknown",81.83491587638855,99.39950895309448,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",105.42407703399658,"unknown","unknown",111.91372227668762,"","","",""
"1db8420",-4754.2586145401,"unknown",-4747.008434057236,-4740.594160556793,0.0,5.9613049030303955,10.288686513900757,17.115308046340942,34.9678738117218,40.54801630973816,105.97345495223999,112.60473442077637,"unknown","unknown",118.3014280796051,122.17472100257874,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.876460313797,"","unknown",133.96418499946594,154.8063085079193,"unknown",160.4536259174347,"unknown",166.45996642112732,170.7677137851715,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",176.67034888267517,"unknown","unknown",182.2285556793213,"","","",""
"8a1ecd0",-23369.617849111557,"unknown",-23363.93296313286,-23358.32359957695,0.0,5.567408561706543,11.3118896484375,19.665226459503174,43.35546660423279,48.75947022438049,57.849674463272095,"unknown","unknown",64.10450029373169,69.98919820785522,72.48824119567871,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.63539552688599,"","unknown",85.91269659996033,111.83610248565674,"unknown","unknown",118.54079556465149,125.19881916046143,132.69941663742065,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",139.04574275016785,"unknown","unknown",145.60775876045227,"","","",""
"8fd863f",-328.86823320388794,"unknown",-322.6530170440674,-317.34378123283386,0.0,5.981858730316162,25.453144311904907,34.2224862575531,47.68214797973633,53.49689841270447,72.32162761688232,78.15723419189453,"unknown","unknown",83.63116025924683,85.26898884773254,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",91.52416920661926,"","unknown",97.77422547340393,424.6972243785858,432.1631441116333,"unknown","unknown",438.1706190109253,439.97328662872314,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",445.60777616500854,"unknown","unknown",451.3125205039978,"","","",""
"644830a",-1625.375189781189,"unknown",-1618.924084186554,-1613.3341512680054,0.0,5.344299793243408,8.640625715255737,16.66344428062439,34.790414571762085,40.759583711624146,47.10756826400757,"unknown",52.46499514579773,"unknown",57.96270442008972,59.67911219596863,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.75645804405212,"","unknown",72.19603633880615,146.33130478858948,151.80035853385925,"unknown","unknown",158.45325541496277,282.7892813682556,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",290.1423921585083,"unknown","unknown",296.3606252670288,"","","",""
"9c76c21",-314787.0626876354,"unknown",-314780.6735162735,-314774.3342912197,0.0,7.320398569107056,112.56095123291016,120.60864424705505,143.73676538467407,149.66834378242493,171.81289911270142,178.50267457962036,"unknown","unknown",184.7977044582367,196.16556191444397,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",201.700834274292,"","unknown",208.22984528541565,219.0518274307251,224.78598833084106,"unknown","unknown",230.8020613193512,232.3329029083252,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",239.10404682159424,"unknown","unknown",245.79081845283508,"","","",""
"5dbecee",-269.03082251548767,"unknown",-263.5381209850311,-257.6333920955658,0.0,6.824725389480591,12.194478750228882,19.27462649345398,35.306280851364136,41.84865593910217,56.85187292098999,63.04413819313049,"unknown","unknown",70.18045020103455,72.31830620765686,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.5225670337677,"","unknown",85.37843036651611,104.3860764503479,111.62939715385437,"unknown","unknown",118.72561168670654,120.71644806861877,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",127.3372597694397,"unknown","unknown",134.23015642166138,"","","",""
"86c5f35",-10693.595025539398,"unknown",-10687.676378011703,-10682.156954526901,0.0,6.013815641403198,12.527516603469849,21.009397268295288,38.858561277389526,45.59882473945618,55.32467746734619,"unknown","unknown",61.13361954689026,68.1311149597168,70.52553009986877,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.12469983100891,"","unknown",83.24888515472412,95.36671233177185,102.021071434021,"unknown","unknown",108.81540083885193,110.04803991317749,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",116.20424842834473,"unknown","unknown",123.41060423851013,"","","",""
"4c072d3",-87787.07505464554,"unknown",-87780.39204835892,-87774.19141316414,0.0,5.619560956954956,7.546329021453857,15.262529134750366,17.224939107894897,22.54836106300354,61.440876483917236,"unknown",67.74779844284058,"unknown",73.84077596664429,78.903653383255,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.26335072517395,"","unknown",90.65343165397644,121.18807578086853,"unknown",128.354065656662,"unknown",134.34839868545532,136.510680437088,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",141.851824760437,"unknown","unknown",148.45686769485474,"","","",""
"89bbcd3",-90729.81523036957,"unknown",-90722.96207714081,-90716.449447155,0.0,6.503194808959961,10.364859819412231,18.67474603652954,27.37368607521057,33.16163492202759,38.52264213562012,"unknown",45.06325936317444,"unknown",50.688294410705566,52.867522954940796,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",59.821985960006714,"","unknown",66.0042130947113,70.81285881996155,"unknown",77.45444369316101,"unknown",82.83307695388794,85.59121704101562,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",92.13992261886597,"unknown","unknown",98.22218370437622,"","","",""
"25f4734",-69.17952919006348,"unknown",-62.004729986190796,-56.15341782569885,0.0,6.7148377895355225,9.968984603881836,17.245911836624146,76.68513822555542,82.75414991378784,102.57804441452026,"unknown","unknown",109.71105909347534,115.20132184028625,117.26485133171082,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",123.41756129264832,"","unknown",129.23272347450256,227.29408502578735,"unknown","unknown",233.61696791648865,240.32638788223267,251.54771494865417,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",257.2831349372864,"unknown","unknown",262.9903118610382,"","","",""
"aa9ac00",-14.460680484771729,"unknown",-8.971789598464966,-1.884235143661499,0.0,7.15643572807312,26.977138996124268,36.32353377342224,48.128620862960815,53.50591015815735,59.237720251083374,"unknown",65.10567998886108,"unknown",70.93644571304321,72.42249131202698,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.81345343589783,"","unknown",84.69190835952759,94.66105437278748,"unknown",102.12805819511414,"unknown",107.90159511566162,118.16077041625977,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",123.6486451625824,"unknown","unknown",129.71515464782715,"","","",""
"9a1b5fa",-4511.370894908905,"unknown",-4505.735473871231,-4500.444411754608,0.0,5.705181360244751,10.056671380996704,18.169469118118286,36.28828406333923,41.73691987991333,65.67286276817322,"unknown",71.13647627830505,"unknown",77.41614961624146,79.5806200504303,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",85.72272324562073,"","unknown",92.22359371185303,111.78259921073914,"unknown","unknown",117.95165586471558,123.73136782646179,125.70907378196716,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",132.16828441619873,"unknown","unknown",137.97625994682312,"","","",""
"e3ae59a",-3960.9845287799835,"unknown",-3953.8536343574524,-3948.2834701538086,0.0,6.01182746887207,9.13990306854248,17.778013467788696,37.33356022834778,42.843631744384766,54.76711559295654,60.75354743003845,"unknown","unknown",66.24163293838501,68.23544692993164,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.95439958572388,"","unknown",82.26877641677856,86.88258171081543,92.96106457710266,"unknown","unknown",100.81967091560364,103.0541398525238,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",108.91990756988525,"unknown","unknown",116.06580352783203,"","","",""
"d003724",-343373.85090589523,"unknown",-343368.07677054405,-343361.8976960182,0.0,6.580743074417114,11.541483640670776,20.151366710662842,40.63899374008179,46.28636121749878,67.84155941009521,"unknown","unknown",73.16307878494263,79.96587300300598,82.7837986946106,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",89.2713565826416,"","unknown",95.64532899856567,107.58954882621765,114.33555865287781,"unknown","unknown",120.21541333198547,123.10579943656921,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",128.8349425792694,"unknown","unknown",135.37116408348083,"","","",""
"3a03bea",-98325.55997753143,"unknown",-98318.54106235504,-98311.38188529015,0.0,7.211257457733154,16.157976865768433,23.90806293487549,58834.2641749382,58841.39421892166,58847.48080801964,58853.75019311905,"unknown","unknown",58860.89928865433,207659.094571352,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",207666.27199697495,"","unknown",207673.28321290016,207690.56984591484,"unknown","unknown",207696.32336497307,207701.55606794357,207703.91683793068,207709.92892932892,207719.2856221199,207726.2147705555,"unknown","unknown",207732.76727843285,207733.9773132801,"unknown","","unknown","unknown","unknown","unknown",207739.3279018402,"unknown",207745.4561071396,"","","",""
"e427669",-276.358145236969,"unknown",-270.5238723754883,-263.3271450996399,0.0,5.625458478927612,9.580718994140625,17.183288097381592,34.24718236923218,40.58021664619446,90.18222260475159,"unknown",97.34753251075745,"unknown",104.51812887191772,106.8436713218689,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.61498665809631,"","unknown",120.59634160995483,135.5221529006958,"unknown",142.8310251235962,"unknown",149.5511589050293,152.3392927646637,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",158.15061736106873,"unknown","unknown",165.31797122955322,"","","",""
"12dfda3",-12197.172428131104,"unknown",-12190.42486166954,-12183.299216747284,0.0,6.268698215484619,11.616210699081421,18.407026052474976,34.749955892562866,40.73008608818054,45.492542028427124,52.429900884628296,"unknown","unknown",59.090967893600464,60.78893566131592,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.37425327301025,"","unknown",72.22190761566162,75.59620356559753,82.78319263458252,"unknown","unknown",89.02883410453796,90.49702143669128,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",97.01614904403687,"unknown","unknown",102.27208209037781,"","","",""
"3226bb3",-1716.0356440544128,"unknown",-1709.7194068431854,-1702.8012173175812,0.0,5.57444953918457,85.47058629989624,93.18908452987671,119.91513013839722,126.15486884117126,134.98149585723877,141.07084155082703,"unknown","unknown",147.5437617301941,150.5377278327942,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",155.9504792690277,"","unknown",162.19874000549316,181.5475778579712,186.86307573318481,"unknown","unknown",192.7867727279663,195.65553951263428,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",201.9940254688263,"unknown","unknown",208.4172523021698,"","","",""
