"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","3_1","4_1","5_1"
"a9b4533",-6204.031097412109,"unknown",-6198.5891289711,-6191.548663377762,0.0,5.4654011726379395,12.879010677337646,18.501534938812256,39.19198536872864,45.8293673992157,51.62387466430664,57.865525007247925,"unknown","unknown",63.817038774490356,66.30754542350769,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",73.12887692451477,"","unknown",79.42022681236267,90.38039112091064,95.97030305862427,"unknown","unknown",101.725102186203,103.09745812416077,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",110.05731773376465,"unknown","unknown",115.95139479637146,"","","",""
"fc53f6c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1db8420",-599.3801245689392,"unknown",-593.2273390293121,-587.2410905361176,0.0,5.83871865272522,10.981713771820068,17.096107482910156,48.010706424713135,53.74906873703003,60.193113803863525,65.46512579917908,"unknown","unknown",72.49946928024292,74.27821564674377,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",80.90059041976929,"","unknown",87.28160166740417,113.97434329986572,119.89507865905762,"unknown","unknown",125.29131507873535,126.9392511844635,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",132.7002193927765,"unknown","unknown",138.08054900169373,"","","",""
"8a1ecd0",-461707.02720570564,"unknown",-461700.2616362572,-461693.2696194649,0.0,7.159900665283203,11.326429605484009,17.263200521469116,18.520862340927124,25.054131031036377,71.09662556648254,"unknown","unknown",78.18316793441772,84.58929586410522,90.57304430007935,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.78521347045898,"","unknown",104.68542575836182,141.34241199493408,"unknown","unknown",147.02234530448914,154.0104854106903,155.76866102218628,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",161.0125551223755,"unknown","unknown",166.9379117488861,"","","",""
"8fd863f",-3012.63973069191,"unknown",-3005.414137363434,-2998.1626813411713,0.0,6.596803665161133,8.666212797164917,14.938868999481201,29.29840636253357,35.97710609436035,13081.29705619812,13087.208683729172,"unknown","unknown",13094.04042005539,13112.343000888824,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",13119.021571159363,"","unknown",13125.802515506744,13148.047614574432,"unknown","unknown",13153.583386659622,13159.473020792007,13166.480125188828,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",13172.190387248993,"unknown","unknown",13178.787247180939,"","","",""
"644830a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9c76c21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5dbecee",-8866.960325956345,"unknown",-8861.09755563736,-8854.223646879196,0.0,6.606370687484741,10.441336631774902,16.019408464431763,44.42919588088989,50.028218507766724,59.09115171432495,"unknown",66.21443033218384,"unknown",73.15402340888977,74.92514371871948,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.64694499969482,"","unknown",88.7956018447876,94.98670887947083,101.21444535255432,"unknown","unknown",108.06853294372559,110.51746559143066,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.53193712234497,"unknown","unknown",123.08719611167908,"","","",""
"86c5f35",-43.097620725631714,"unknown",-37.66615176200867,-30.76255178451538,0.0,6.117064476013184,9.594694375991821,15.359541177749634,114.05164551734924,120.84421873092651,186.17031502723694,"unknown",192.5829427242279,"unknown",199.18882727622986,201.79058814048767,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",207.66286826133728,"","unknown",214.48339200019836,229.2119960784912,235.1017346382141,"unknown","unknown",241.63776540756226,243.45792841911316,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",249.68500900268555,"unknown","unknown",256.7073612213135,"","","",""
"4c072d3",-203185.43889927864,"unknown",-203178.84057474136,-203173.3384053707,0.0,7.092883348464966,13.395510911941528,19.994173288345337,30.893025398254395,36.401610374450684,65.90325593948364,"unknown","unknown",71.84171652793884,78.05390214920044,79.30743956565857,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.44502449035645,"","unknown",93.40794229507446,106.19590401649475,112.50858497619629,"unknown","unknown",119.17361259460449,129.25231838226318,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",135.9753601551056,"unknown","unknown",142.88653922080994,"","","",""
"89bbcd3",-2442.32687664032,"unknown",-2435.4422311782837,-2428.801712036133,0.0,5.9642415046691895,9.483801364898682,14.779805183410645,29.558741331100464,36.64632701873779,52.84069609642029,59.90366888046265,"unknown","unknown",66.07652354240417,68.01583003997803,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.43993425369263,"","unknown",81.0181987285614,83.1511619091034,90.31092071533203,"unknown","unknown",95.69310760498047,97.48538064956665,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.5792715549469,"unknown","unknown",109.66078734397888,"","","",""
"25f4734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aa9ac00",-10898.734507322311,"unknown",-10892.628103733063,-10886.30755019188,0.0,7.505027770996094,8.87452745437622,15.236621618270874,33.485833168029785,40.2793083190918,47.33769774436951,"unknown",53.11952781677246,"unknown",59.6371328830719,61.66360569000244,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.86825942993164,"","unknown",74.57383346557617,80.21913027763367,"unknown","unknown",86.68543410301208,93.87463212013245,95.2437641620636,102.25377631187439,103.75004267692566,"unknown",111.13289165496826,"unknown",118.06041383743286,119.41196346282959,"unknown","unknown","unknown","unknown","unknown",125.45969200134277,"unknown",131.38130950927734,"","","",""
"9a1b5fa",-88427.65739893913,"unknown",-88422.24424529076,-88416.34167647362,0.0,6.777954816818237,10.911872863769531,17.286924839019775,41.86406445503235,48.46917152404785,61.061057806015015,"unknown",68.32208347320557,"unknown",73.75506734848022,75.83537268638611,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.56229591369629,"","unknown",88.04732346534729,107.27695965766907,114.69924187660217,"unknown","unknown",121.54713201522827,123.58641958236694,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.2293040752411,"unknown","unknown",136.43703365325928,"","","",""
"e3ae59a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d003724",-90591.80434989929,"unknown",-90586.37901997566,-90580.52551794052,0.0,7.207093954086304,13.552826642990112,20.59287142753601,53.60144901275635,58.9338595867157,67.02686858177185,"unknown",72.60134506225586,"unknown",78.67933821678162,80.7711033821106,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.6874349117279,"","unknown",93.09527778625488,111.15051484107971,"unknown","unknown",117.25178384780884,123.37021398544312,125.46569776535034,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",131.05528259277344,"unknown","unknown",136.36642789840698,"","","",""
"3a03bea",-16478.361605405807,"unknown",-16472.89577150345,-16466.047521829605,0.0,7.173839807510376,14.17056393623352,19.676666498184204,40.17735195159912,47.023024559020996,50.822516202926636,56.47553253173828,"unknown","unknown",61.87661099433899,63.45182180404663,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.8879644870758,"","unknown",74.48228073120117,82.60683250427246,89.02443242073059,"unknown","unknown",94.80280184745789,96.53443098068237,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.7058174610138,"unknown","unknown",109.26447296142578,"","","",""
"e427669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12dfda3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3226bb3",-152007.38921880722,"unknown",-152001.9762928486,-151995.87035131454,0.0,5.523999929428101,13.77055549621582,20.154868841171265,48.335015058517456,54.641557931900024,57.134567737579346,63.32590699195862,"unknown","unknown",69.80029916763306,72.24215126037598,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.25739932060242,"","unknown",87.1444194316864,106.54791522026062,112.61407470703125,"unknown","unknown",119.53465604782104,122.87314343452454,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",128.58048367500305,"unknown","unknown",134.76897382736206,"","","",""
"c02668d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"088d8b4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a2d2ca9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f4d288",-64.90252232551575,"unknown",-57.738969564437866,-51.55139374732971,0.0,5.660717010498047,7.911845922470093,14.878041982650757,32.732327461242676,39.75102400779724,46.08475995063782,53.05876040458679,"unknown","unknown",59.43720459938049,61.041344165802,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.96896266937256,"","unknown",73.46955990791321,76.50101637840271,82.13025689125061,"unknown","unknown",88.82606840133667,90.90221548080444,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.31867814064026,"unknown","unknown",102.71288585662842,"","","",""
"aaad0b7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c16eb71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3e6beba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35adcf1",-20877.9198410511,"unknown",-20870.934012651443,-20864.781130075455,0.0,6.518716335296631,9.605061769485474,15.239851713180542,35.100565910339355,41.834744453430176,48.07369303703308,"unknown",55.37155055999756,"unknown",60.85092377662659,156694.69464445114,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",156700.45132374763,"","unknown",156706.3708114624,156716.6387603283,"unknown",156722.19194340706,"unknown",156727.98603010178,233558.29047989845,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",233566.00058555603,"unknown","unknown",233571.70089221,"","","",""
"b92ee81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b2621a2","unknown","unknown","unknown","unknown",0.0,"unknown",31088.290345191956,"unknown",31117.789085626602,"unknown",31143.634083032608,"unknown","unknown","unknown","unknown",31160.14695763588,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","","unknown","unknown",31189.252034425735,"unknown","unknown","unknown","unknown",31203.91828107834,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"dd64cdc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6099d06",-8822.086182832718,"unknown",-8815.150342226028,-8808.198215007782,0.0,5.6830503940582275,3629.577572107315,3636.644865512848,3661.640107154846,3667.166743993759,3671.3243656158447,"unknown","unknown",3676.8250555992126,3682.8086273670197,3714.2592980861664,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",3719.632757663727,"","unknown",3726.0493664741516,3730.7550573349,3736.557621240616,"unknown","unknown",3743.0357863903046,3747.2464032173157,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",3753.471496105194,"unknown","unknown",3759.169586658478,"","","",""
"d91bf84","unknown","unknown","unknown","unknown",0.0,"unknown",9.542702674865723,"unknown",39.678364753723145,"unknown",62.04280924797058,"unknown","unknown","unknown","unknown",80.42168879508972,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","","unknown","unknown",114.14362454414368,"unknown","unknown","unknown","unknown",127.91447496414185,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
